course_id,course_name,course_category_id,class_hours,credit_hours ,examination_method ,instructor_name ,course_explain
974,Systems Administrator II,974,75,34,Granite,Lois Aiken,Fit/adj vascular cathetr
975,VP Marketing,975,74,14,Aluminum,Alfred Scotchmer,Pulmon art coarct/atres
976,Quality Control Specialist,976,33,19,Glass,Sampson Ryburn,Congen cystic eyeball
977,Accounting Assistant IV,977,96,81,Wood,Vaclav Jeenes,Trans arthropathy-shlder
978,Computer Systems Analyst IV,978,12,10,Glass,Chad Pioli,Asthma NOS
979,Director of Sales,979,77,33,Vinyl,Garner Syfax,Screening for trachoma
980,Safety Technician III,980,2,87,Vinyl,Kendricks Kemmish,Fetal death-anoxia NOS
981,Electrical Engineer,981,15,73,Plexiglass,Kristo Maggs,Genu varum
982,Environmental Tech,982,71,12,Aluminum,Godfrey Kiehnlt,Regular astigmatism
983,Office Assistant I,983,78,64,Plastic,Ninon Grishelyov,Fx fibula NOS-closed
984,Health Coach II,984,21,47,Aluminum,Benedicta Ditt,Neurosyphilis NOS
985,Administrative Officer,985,100,37,Aluminum,Currey Hentzeler,Nervous system anom NEC
986,Senior Sales Associate,986,18,65,Vinyl,Mitchael Clemenson,Resp failure of newborn
987,Director of Sales,987,30,65,Stone,Robbin Mariault,Rubeosis iridis
988,Marketing Manager,988,99,12,Granite,Addi Jedrych,Severe sepsis
989,Analog Circuit Design manager,989,37,39,Plastic,Karie Madelin,TB of bronchus-histo dx
990,Speech Pathologist,990,77,62,Plastic,Eolanda Farnell,Aftcre surg nerv sys NEC
991,Dental Hygienist,991,75,28,Plexiglass,Missie Kildahl,Opn skul vlt fx-brf coma
992,Senior Cost Accountant,992,94,21,Vinyl,Corinne Giovannacci,Mal neo small bowel NOS
993,Information Systems Manager,993,46,69,Aluminum,Dwain Lemonnier,Candidal meningitis
994,Speech Pathologist,994,41,40,Plastic,Collin Cowherd,"AMI NOS, subsequent"
995,Assistant Manager,995,61,60,Plastic,Roze Aronstein,Radial nerve lesion
996,Research Associate,996,63,47,Granite,Vevay Pickersail,Mycotic arthritis-ankle
997,Marketing Assistant,997,70,50,Granite,Lorinda Hurndall,Brain lacer NEC w/o coma
998,Research Associate,998,92,26,Granite,Susan Rignall,Abuse by fther/stpfth/bf
999,Staff Accountant IV,999,38,55,Wood,Mead Hindmoor,Hx-health hazard NOS
1000,Product Engineer,1000,66,41,Rubber,Erick Kalewe,Prob-head/neck/trunk NOS
